Calendar year,Month,ABS remoteness area,Cause of injury,Age group,Sex,Road user,Counterparty,Count of cases,Bed days,Died_cases,Died_bed_days,Hospitalisations
2015,September,Regional,Traffic,26-39,Male,Car driver,Heavy transport vehicle or bus,6,132,,,6
2015,September,Regional,Traffic,26-39,Male,Car driver,Non-collision transport accident,15,53,,,15
2015,September,Regional,Traffic,26-39,Male,Car passenger,"Car, pick-up truck or van",1,3,,,1
2015,September,Regional,Traffic,26-39,Male,Car passenger,Fixed or stationary object,1,1,,,1
2015,September,Regional,Traffic,26-39,Male,Car unknown position,Fixed or stationary object,1,2,,,1
2015,September,Regional,Traffic,26-39,Male,Car unknown position,Heavy transport vehicle or bus,1,2,,,1
2015,September,Regional,Traffic,26-39,Male,Car unknown position,Non-collision transport accident,1,1,,,1
2015,September,Regional,Traffic,26-39,Male,Car unknown position,Other and unspecified transport accidents,4,40,,,4
2015,September,Regional,Traffic,26-39,Male,Heavy transport driver,Fixed or stationary object,1,1,,,1
2015,September,Regional,Traffic,26-39,Male,Heavy transport driver,Non-collision transport accident,4,6,,,4
2015,September,Regional,Traffic,26-39,Male,Motorcyclist,2- or 3- wheeled motor vehicle,1,10,,,1
2015,September,Regional,Traffic,26-39,Male,Motorcyclist,"Car, pick-up truck or van",10,159,,,10
2015,September,Regional,Traffic,26-39,Male,Motorcyclist,Fixed or stationary object,3,78,,,3
2015,September,Regional,Traffic,26-39,Male,Motorcyclist,Heavy transport vehicle or bus,2,125,,,2
2015,September,Regional,Traffic,26-39,Male,Motorcyclist,Non-collision transport accident,17,48,,,17
2015,September,Regional,Traffic,26-39,Male,Motorcyclist,Other and unspecified transport accidents,8,31,,,8
2015,September,Regional,Traffic,26-39,Male,Other or unknown,Other and unspecified transport accidents,1,1,,,1
2015,September,Regional,Traffic,26-39,Male,Pedal cyclist,"Car, pick-up truck or van",3,3,,,3
2015,September,Regional,Traffic,26-39,Male,Pedal cyclist,Fixed or stationary object,1,1,,,1
2015,September,Regional,Traffic,26-39,Male,Pedal cyclist,Non-collision transport accident,4,22,,,4
2015,September,Regional,Traffic,26-39,Male,Pedal cyclist,Other and unspecified transport accidents,2,2,,,2
2015,September,Regional,Traffic,26-39,Male,Pedestrian,"Car, pick-up truck or van",1,1,,,1
2015,September,Regional,Traffic,26-39,Male,Pedestrian,Other and unspecified transport accidents,1,1,,,1
2015,September,Regional,Traffic,26-39,Male,Pick-up truck or van occupant,Non-collision transport accident,1,5,,,1
2015,September,Regional,Traffic,40-64,Female,Car driver,"Car, pick-up truck or van",16,243,,,16
2015,September,Regional,Traffic,40-64,Female,Car driver,Fixed or stationary object,10,45,,,10
2015,September,Regional,Traffic,40-64,Female,Car driver,Non-collision transport accident,10,25,,,10
2015,September,Regional,Traffic,40-64,Female,Car driver,Other non-motor vehicle,1,1,,,1
2015,September,Regional,Traffic,40-64,Female,Car passenger,"Car, pick-up truck or van",8,93,,,8
2015,September,Regional,Traffic,40-64,Female,Car passenger,Fixed or stationary object,1,11,,,1
2015,September,Regional,Traffic,40-64,Female,Car passenger,Non-collision transport accident,1,1,,,1
2015,September,Regional,Traffic,40-64,Female,Car passenger,Pedestrian or animal,1,1,,,1
2015,September,Regional,Traffic,40-64,Female,Car unknown position,Other and unspecified transport accidents,3,9,,,3
2015,September,Regional,Traffic,40-64,Female,Heavy transport driver,Non-collision transport accident,1,1,,,1
2015,September,Regional,Traffic,40-64,Female,Motorcyclist,"Car, pick-up truck or van",1,1,,,1
2015,September,Regional,Traffic,40-64,Female,Motorcyclist,Fixed or stationary object,,1,,,0
2015,September,Regional,Traffic,40-64,Female,Motorcyclist,Non-collision transport accident,5,21,,,5
2015,September,Regional,Traffic,40-64,Female,Motorcyclist,Other and unspecified transport accidents,1,1,,,1
2015,September,Regional,Traffic,40-64,Female,Other or unknown,Other and unspecified transport accidents,2,2,,,2
2015,September,Regional,Traffic,40-64,Female,Pedal cyclist,"Car, pick-up truck or van",2,28,,,2
2015,September,Regional,Traffic,40-64,Female,Pedal cyclist,Non-collision transport accident,6,17,,,6
2015,September,Regional,Traffic,40-64,Female,Pedal cyclist,Other and unspecified transport accidents,2,2,,,2
2015,September,Regional,Traffic,40-64,Female,Pedal cyclist,Pedal cycle,2,2,,,2
2015,September,Regional,Traffic,40-64,Female,Pedal cyclist,Pedestrian or animal,1,1,,,1
2015,September,Regional,Traffic,40-64,Female,Pedestrian,"Car, pick-up truck or van",2,11,,,2
2015,September,Regional,Traffic,40-64,Male,Bus occupant,"Car, pick-up truck or van",1,4,,,1
2015,September,Regional,Traffic,40-64,Male,Car driver,"Car, pick-up truck or van",15,111,,,15
2015,September,Regional,Traffic,40-64,Male,Car driver,Fixed or stationary object,12,292,,,12
2015,September,Regional,Traffic,40-64,Male,Car driver,Heavy transport vehicle or bus,4,136,,,4
2015,September,Regional,Traffic,40-64,Male,Car driver,Non-collision transport accident,15,99,,,15
2015,September,Regional,Traffic,40-64,Male,Car driver,Other and unspecified transport accidents,1,23,,,1
2015,September,Regional,Traffic,40-64,Male,Car driver,Pedestrian or animal,,178,,,0
2015,September,Regional,Traffic,40-64,Male,Car passenger,"Car, pick-up truck or van",2,2,,,2
2015,September,Regional,Traffic,40-64,Male,Car passenger,Fixed or stationary object,3,55,,,3
2015,September,Regional,Traffic,40-64,Male,Car passenger,Non-collision transport accident,3,10,,,3
2015,September,Regional,Traffic,40-64,Male,Car unknown position,Fixed or stationary object,1,17,,,1
2015,September,Regional,Traffic,40-64,Male,Car unknown position,Other and unspecified transport accidents,5,7,,,5
2015,September,Regional,Traffic,40-64,Male,Heavy transport driver,"Car, pick-up truck or van",2,20,,,2
2015,September,Regional,Traffic,40-64,Male,Heavy transport driver,Fixed or stationary object,1,8,,,1
2015,September,Regional,Traffic,40-64,Male,Heavy transport driver,Heavy transport vehicle or bus,1,7,,,1
2015,September,Regional,Traffic,40-64,Male,Heavy transport driver,Non-collision transport accident,9,63,,,9
2015,September,Regional,Traffic,40-64,Male,Motorcyclist,2- or 3- wheeled motor vehicle,,31,,,0
2015,September,Regional,Traffic,40-64,Male,Motorcyclist,"Car, pick-up truck or van",16,188,,,16
2015,September,Regional,Traffic,40-64,Male,Motorcyclist,Fixed or stationary object,7,122,,,7
2015,September,Regional,Traffic,40-64,Male,Motorcyclist,Heavy transport vehicle or bus,1,2,,,1
2015,September,Regional,Traffic,40-64,Male,Motorcyclist,Non-collision transport accident,31,98,,,31
2015,September,Regional,Traffic,40-64,Male,Motorcyclist,Other and unspecified transport accidents,16,67,,,16
2015,September,Regional,Traffic,40-64,Male,Motorcyclist,Pedestrian or animal,6,61,1,15,5
2015,September,Regional,Traffic,40-64,Male,Other or unknown,Other and unspecified transport accidents,7,9,,,7
2015,September,Regional,Traffic,40-64,Male,Pedal cyclist,"Car, pick-up truck or van",9,43,,,9
2015,September,Regional,Traffic,40-64,Male,Pedal cyclist,Fixed or stationary object,,43,,,0
2015,September,Regional,Traffic,40-64,Male,Pedal cyclist,Heavy transport vehicle or bus,1,4,,,1
2015,September,Regional,Traffic,40-64,Male,Pedal cyclist,Non-collision transport accident,13,37,,,13
2015,September,Regional,Traffic,40-64,Male,Pedal cyclist,Other and unspecified transport accidents,4,8,,,4
2015,September,Regional,Traffic,40-64,Male,Pedal cyclist,Pedal cycle,4,17,,,4
2015,September,Regional,Traffic,40-64,Male,Pedal cyclist,Pedestrian or animal,1,20,,,1
2015,September,Regional,Traffic,40-64,Male,Pedestrian,"Car, pick-up truck or van",2,87,,,2
2015,September,Regional,Traffic,40-64,Male,Pedestrian,Other non-motor vehicle,1,10,,,1
2015,September,Regional,Traffic,40-64,Male,Pick-up truck or van occupant,"Car, pick-up truck or van",2,33,,,2
2015,September,Regional,Traffic,40-64,Male,Pick-up truck or van occupant,Fixed or stationary object,,5,,,0
2015,September,Regional,Traffic,40-64,Male,Pick-up truck or van occupant,Non-collision transport accident,1,5,,,1
2015,September,Regional,Traffic,65-74,Female,Bus occupant,"Car, pick-up truck or van",,11,,,0
2015,September,Regional,Traffic,65-74,Female,Car driver,"Car, pick-up truck or van",4,11,,,4
2015,September,Regional,Traffic,65-74,Female,Car driver,Fixed or stationary object,5,141,,,5
2015,September,Regional,Traffic,65-74,Female,Car driver,Non-collision transport accident,4,31,,,4
2015,September,Regional,Traffic,65-74,Female,Car passenger,"Car, pick-up truck or van",3,114,,,3
2015,September,Regional,Traffic,65-74,Female,Car unknown position,Heavy transport vehicle or bus,,41,,,0
2015,September,Regional,Traffic,65-74,Female,Car unknown position,Other and unspecified transport accidents,1,1,,,1
2015,September,Regional,Traffic,65-74,Female,Motorcyclist,Pedestrian or animal,,17,,,0
2015,September,Regional,Traffic,65-74,Female,Other or unknown,Other and unspecified transport accidents,1,6,,,1
2015,September,Regional,Traffic,65-74,Female,Pedal cyclist,"Car, pick-up truck or van",1,5,,,1
2015,September,Regional,Traffic,65-74,Female,Pedestrian,"Car, pick-up truck or van",3,16,,,3
2015,September,Regional,Traffic,65-74,Male,Car driver,"Car, pick-up truck or van",8,24,,,8
2015,September,Regional,Traffic,65-74,Male,Car driver,Fixed or stationary object,2,38,,,2
2015,September,Regional,Traffic,65-74,Male,Car driver,Heavy transport vehicle or bus,1,2,,,1
2015,September,Regional,Traffic,65-74,Male,Car driver,Non-collision transport accident,2,47,,,2
2015,September,Regional,Traffic,65-74,Male,Car unknown position,"Car, pick-up truck or van",1,1,,,1
2015,September,Regional,Traffic,65-74,Male,Car unknown position,Other and unspecified transport accidents,1,17,,,1
2015,September,Regional,Traffic,65-74,Male,Motorcyclist,"Car, pick-up truck or van",1,7,,,1
2015,September,Regional,Traffic,65-74,Male,Motorcyclist,Non-collision transport accident,1,1,,,1
2015,September,Regional,Traffic,65-74,Male,Motorcyclist,Other and unspecified transport accidents,2,7,,,2
2015,September,Regional,Traffic,65-74,Male,Motorcyclist,Pedestrian or animal,,21,,,0
2015,September,Regional,Traffic,65-74,Male,Other or unknown,Other and unspecified transport accidents,1,52,,,1
2015,September,Regional,Traffic,65-74,Male,Pedal cyclist,Fixed or stationary object,1,29,,,1
2015,September,Regional,Traffic,65-74,Male,Pedal cyclist,Non-collision transport accident,2,2,,,2
2015,September,Regional,Traffic,65-74,Male,Pedestrian,"Car, pick-up truck or van",1,46,,,1
2015,September,Regional,Traffic,65-74,Male,Pick-up truck or van occupant,Non-collision transport accident,1,2,,,1
2015,September,Regional,Traffic,75+,Female,Bus occupant,Non-collision transport accident,1,6,,,1
2015,September,Regional,Traffic,75+,Female,Car driver,"Car, pick-up truck or van",7,59,,,7
2015,September,Regional,Traffic,75+,Female,Car driver,Fixed or stationary object,3,104,,,3
2015,September,Regional,Traffic,75+,Female,Car driver,Heavy transport vehicle or bus,1,34,,,1
2015,September,Regional,Traffic,75+,Female,Car driver,Non-collision transport accident,,28,,,0
2015,September,Regional,Traffic,75+,Female,Car driver,Other and unspecified transport accidents,1,5,,,1
2015,September,Regional,Traffic,75+,Female,Car passenger,"Car, pick-up truck or van",4,23,,,4
2015,September,Regional,Traffic,75+,Female,Car passenger,Fixed or stationary object,1,7,,,1
2015,September,Regional,Traffic,75+,Female,Car passenger,Non-collision transport accident,1,1,,,1
2015,September,Regional,Traffic,75+,Female,Car unknown position,"Car, pick-up truck or van",,22,,,0
2015,September,Regional,Traffic,75+,Female,Car unknown position,Other and unspecified transport accidents,2,4,,,2
2015,September,Regional,Traffic,75+,Female,Pedestrian,"Car, pick-up truck or van",8,28,1,3,7
2015,September,Regional,Traffic,75+,Male,Car driver,"Car, pick-up truck or van",8,86,,,8
2015,September,Regional,Traffic,75+,Male,Car driver,Fixed or stationary object,6,22,1,1,5
2015,September,Regional,Traffic,75+,Male,Car driver,Non-collision transport accident,6,29,1,3,5
2015,September,Regional,Traffic,75+,Male,Car driver,Train,,12,,,0
2015,September,Regional,Traffic,75+,Male,Car passenger,Non-collision transport accident,1,8,,,1
2015,September,Regional,Traffic,75+,Male,Car unknown position,Other and unspecified transport accidents,2,34,,,2
2015,September,Regional,Traffic,75+,Male,Motorcyclist,"Car, pick-up truck or van",1,16,,,1
2015,September,Regional,Traffic,75+,Male,Motorcyclist,Non-collision transport accident,,22,,,0
2015,September,Regional,Traffic,75+,Male,Other or unknown,Other and unspecified transport accidents,1,19,,6,1
2015,September,Regional,Traffic,75+,Male,Pedal cyclist,"Car, pick-up truck or van",3,85,,,3
2015,September,Regional,Traffic,75+,Male,Pedal cyclist,Fixed or stationary object,2,3,,,2
2015,September,Regional,Traffic,75+,Male,Pedal cyclist,Non-collision transport accident,4,37,,,4
2015,September,Regional,Traffic,75+,Male,Pedal cyclist,Pedestrian or animal,1,1,,,1
2015,September,Regional,Traffic,75+,Male,Pedestrian,"Car, pick-up truck or van",1,32,,,1
2015,September,Regional,Traffic,75+,Male,Pedestrian,Other non-motor vehicle,,43,,,0
2015,September,Regional,Traffic,8-16,Female,Car passenger,"Car, pick-up truck or van",5,16,,,5
2015,September,Regional,Traffic,8-16,Female,Car passenger,Fixed or stationary object,1,2,,,1
2015,September,Regional,Traffic,8-16,Female,Car unknown position,Other and unspecified transport accidents,1,1,,,1
2015,September,Regional,Traffic,8-16,Female,Motorcyclist,Non-collision transport accident,1,1,,,1
2015,September,Regional,Traffic,8-16,Female,Pedal cyclist,"Car, pick-up truck or van",1,1,,,1
2015,September,Regional,Traffic,8-16,Female,Pedal cyclist,Non-collision transport accident,4,4,,,4
2015,September,Regional,Traffic,8-16,Female,Pedal cyclist,Other and unspecified transport accidents,1,1,,,1
2015,September,Regional,Traffic,8-16,Female,Pedestrian,"Car, pick-up truck or van",2,49,,,2
2015,September,Regional,Traffic,8-16,Male,Bus occupant,Non-collision transport accident,1,1,,,1
2015,September,Regional,Traffic,8-16,Male,Car driver,Non-collision transport accident,2,2,,,2
2015,September,Regional,Traffic,8-16,Male,Car passenger,"Car, pick-up truck or van",2,16,,,2
2015,September,Regional,Traffic,8-16,Male,Car passenger,Fixed or stationary object,1,91,,,1
2015,September,Regional,Traffic,8-16,Male,Car passenger,Non-collision transport accident,2,3,,,2
2015,September,Regional,Traffic,8-16,Male,Car passenger,Pedestrian or animal,1,1,,,1
2015,September,Regional,Traffic,8-16,Male,Car unknown position,Other and unspecified transport accidents,1,1,,,1
2015,September,Regional,Traffic,8-16,Male,Motorcyclist,"Car, pick-up truck or van",1,1,,,1
2015,September,Regional,Traffic,8-16,Male,Motorcyclist,Fixed or stationary object,1,1,,,1
2015,September,Regional,Traffic,8-16,Male,Motorcyclist,Non-collision transport accident,4,7,,,4
2015,September,Regional,Traffic,8-16,Male,Motorcyclist,Other and unspecified transport accidents,10,13,,,10
2015,September,Regional,Traffic,8-16,Male,Pedal cyclist,"Car, pick-up truck or van",2,2,,,2
2015,September,Regional,Traffic,8-16,Male,Pedal cyclist,Heavy transport vehicle or bus,1,12,,,1
2015,September,Regional,Traffic,8-16,Male,Pedal cyclist,Non-collision transport accident,5,11,,,5
2015,September,Regional,Traffic,8-16,Male,Pedal cyclist,Other and unspecified transport accidents,10,13,,,10
2015,September,Regional,Traffic,8-16,Male,Pedal cyclist,Pedal cycle,1,1,,,1
2015,September,Regional,Traffic,8-16,Male,Pedestrian,"Car, pick-up truck or van",5,12,,1,5
2015,September,Regional,Unknown traffic,0-7,Female,Not applicable,Not applicable,7,10,,,7
2015,September,Regional,Unknown traffic,17-25,Female,Not applicable,Not applicable,20,49,,,20
2015,September,Regional,Unknown traffic,17-25,Male,Not applicable,Not applicable,14,34,,,14
2015,September,Regional,Unknown traffic,26-39,Female,Not applicable,Not applicable,19,198,,,19
2015,September,Regional,Unknown traffic,26-39,Male,Not applicable,Not applicable,9,45,,,9
